22:54:48 [INFO] [Level-2] Numba kernels warm (JIT ready in 0.7s)
22:54:50 [INFO] [TF] timeframe=1h TF_SCALE=1.0000 TF_SECONDS=3600 TF_HOURS=1.000
22:54:50 [INFO] §1  مسح أعلى 15 عملة...
22:54:56 [INFO] §2  جلب البيانات (متوازٍ)...
22:54:57 [INFO]   ✓ BNB/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ DOGE/USDT     : 17,535 شمعة
22:54:57 [INFO]   ✓ SOL/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ XRP/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ BTC/USDT      : 17,535 شمعة
22:54:57 [INFO]   ✓ ETH/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ ADA/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ AVAX/USDT     : 17,535 شمعة
22:54:58 [INFO]   ✓ DOT/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ LTC/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ UNI/USDT      : 17,535 شمعة
22:54:58 [INFO]   ✓ LINK/USDT     : 17,535 شمعة
22:54:58 [INFO]   ✓ ATOM/USDT     : 17,535 شمعة
22:54:59 [INFO]   ✓ TRX/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ POL/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ ETC/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ XAG/USDT      : 6,133 شمعة
22:54:59 [INFO]   ✓ TON/USDT      : 17,528 شمعة
22:54:59 [INFO]   ✓ HBAR/USDT     : 17,535 شمعة
22:54:59 [INFO]   ✓ NEAR/USDT     : 17,535 شمعة
22:54:59 [INFO]   ✓ APT/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ BCH/USDT      : 17,535 شمعة
22:54:59 [INFO]   ✓ VET/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ FIL/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ AAVE/USDT     : 17,535 شمعة
22:55:00 [INFO]   ✓ STX/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ ARB/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ OP/USDT       : 17,535 شمعة
22:55:00 [INFO]   ✓ TIA/USDT      : 17,528 شمعة
22:55:00 [INFO]   ✓ SUI/USDT      : 17,535 شمعة
22:55:00 [INFO]   ✓ SEI/USDT      : 17,528 شمعة
22:55:00 [INFO]   ✓ INJ/USDT      : 17,535 شمعة
22:55:01 [INFO]   ✓ ALGO/USDT     : 17,528 شمعة
22:55:01 [INFO]   ✓ GRT/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ LDO/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ FET/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ RENDER/USDT   : 17,528 شمعة
22:55:01 [INFO]   ✓ KAS/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ WIF/USDT      : 17,528 شمعة
22:55:01 [INFO]   ✓ SAND/USDT     : 17,528 شمعة
22:55:01 [INFO]   ✓ THETA/USDT    : 17,528 شمعة
22:55:01 [INFO]   ✓ EGLD/USDT     : 17,528 شمعة
22:55:02 [INFO]   ✓ MANA/USDT     : 17,528 شمعة
22:55:02 [INFO]   ✓ AXS/USDT      : 17,528 شمعة
22:55:02 [INFO]   ✓ CHZ/USDT      : 17,528 شمعة
22:55:02 [INFO]   ✓ XLM/USDT      : 17,528 شمعة
22:55:02 [INFO] §3  معالجة فضاء الحالة (K ديناميكي)...
22:55:02 [INFO]   [Parallel] 8 workers × 46 symbols (cache=on)
╔══════════════════════════════════════════════════════════════════════╗
  [Level-1] Parallel: True  Cache: True
  [Level-2] Numba: True

║  محرك التداول الثرموديناميكي الكمي v6.0 – Singularity Engine     ║
║  الوضع: BACKTEST    |  رأس المال: $100.00              ║
╠══════════════════════════════════════════════════════════════════════╣
║  ① Boltzmann Kelly: BASE=2.0%  λ=0.05  [1.0%–5.0%]  ║
║  ② Topo-Divergence: ε=0.05  (حتمية هندسية)              ║
║  ③ Dynamic-K:       [4–12]  (SNR ∝ 1/m)                     ║
║  ④ Cosmological Λ:  0  (De Sitter drift)                  ║
║  ⑤ T_sync EMA-accel: فلتر التشابك عبر المقاييس                  ║
╚══════════════════════════════════════════════════════════════════════╝

22:55:14 [INFO]   ✓ BNB/USDT       | K=11 | اختبار=  750 | tri_μ=1.26 | [cache]
22:55:15 [INFO]   ✓ APT/USDT       | K=11 | اختبار=  442 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ BCH/USDT       | K=11 | اختبار=  688 | tri_μ=1.24 | [cache]
22:55:15 [INFO]   ✓ BCH/USDT       | K=11 | اختبار=  688 | tri_μ=1.24 | [cache]
22:55:15 [INFO]   ✓ VET/USDT       | K=11 | اختبار=  580 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ VET/USDT       | K=11 | اختبار=  580 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ FIL/USDT       | K=11 | اختبار=  476 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ FIL/USDT       | K=11 | اختبار=  476 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ AAVE/USDT      | K=11 | اختبار=  449 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ AAVE/USDT      | K=11 | اختبار=  449 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ STX/USDT       | K=11 | اختبار=  706 | tri_μ=1.24 | [cache]
22:55:15 [INFO]   ✓ STX/USDT       | K=11 | اختبار=  706 | tri_μ=1.24 | [cache]
22:55:15 [INFO]   ✓ ARB/USDT       | K=11 | اختبار=  582 | tri_μ=1.19 | [cache]
22:55:15 [INFO]   ✓ ARB/USDT       | K=11 | اختبار=  582 | tri_μ=1.19 | [cache]
22:55:15 [INFO]   ✓ OP/USDT        | K=11 | اختبار=  467 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ OP/USDT        | K=11 | اختبار=  467 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ TIA/USDT       | K=11 | اختبار=  534 | tri_μ=1.20 | [cache]
22:55:15 [INFO]   ✓ TIA/USDT       | K=11 | اختبار=  534 | tri_μ=1.20 | [cache]
22:55:15 [INFO]   ✓ SUI/USDT       | K=11 | اختبار=  705 | tri_μ=1.24 | [cache]
22:55:15 [INFO]   ✓ SUI/USDT       | K=11 | اختبار=  705 | tri_μ=1.24 | [cache]
22:55:15 [INFO]   ✓ SEI/USDT       | K=11 | اختبار=  570 | tri_μ=1.19 | [cache]
22:55:15 [INFO]   ✓ SEI/USDT       | K=11 | اختبار=  570 | tri_μ=1.19 | [cache]
22:55:15 [INFO]   ✓ INJ/USDT       | K=11 | اختبار=  476 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ INJ/USDT       | K=11 | اختبار=  476 | tri_μ=1.18 | [cache]
22:55:15 [INFO]   ✓ ALGO/USDT      | K=11 | اختبار=  624 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ ALGO/USDT      | K=11 | اختبار=  624 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ GRT/USDT       | K=11 | اختبار=  599 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ GRT/USDT       | K=11 | اختبار=  599 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ LDO/USDT       | K=11 | اختبار=  723 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ LDO/USDT       | K=11 | اختبار=  723 | tri_μ=1.23 | [cache]
22:55:15 [INFO]   ✓ FET/USDT       | K=11 | اختبار=  541 | tri_μ=1.19 | [cache]
22:55:15 [INFO]   ✓ FET/USDT       | K=11 | اختبار=  541 | tri_μ=1.19 | [cache]
22:55:15 [INFO]   ✓ RENDER/USDT    | K=11 | اختبار=  590 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ RENDER/USDT    | K=11 | اختبار=  590 | tri_μ=1.21 | [cache]
22:55:15 [INFO]   ✓ KAS/USDT       | K=11 | اختبار=  668 | tri_μ=1.22 | [cache]
22:55:15 [INFO]   ✓ KAS/USDT       | K=11 | اختبار=  668 | tri_μ=1.22 | [cache]
22:55:16 [INFO]   ✓ WIF/USDT       | K=11 | اختبار=  760 | tri_μ=1.23 | [cache]
22:55:16 [INFO]   ✓ WIF/USDT       | K=11 | اختبار=  760 | tri_μ=1.23 | [cache]
22:55:16 [INFO]   ✓ SAND/USDT      | K=11 | اختبار=  580 | tri_μ=1.19 | [cache]
22:55:16 [INFO]   ✓ SAND/USDT      | K=11 | اختبار=  580 | tri_μ=1.19 | [cache]
22:55:16 [INFO]   ✓ THETA/USDT     | K=11 | اختبار=  591 | tri_μ=1.20 | [cache]
22:55:16 [INFO]   ✓ THETA/USDT     | K=11 | اختبار=  591 | tri_μ=1.20 | [cache]
22:55:16 [INFO]   ✓ EGLD/USDT      | K=11 | اختبار=  349 | tri_μ=1.14 | [cache]
22:55:16 [INFO]   ✓ EGLD/USDT      | K=11 | اختبار=  349 | tri_μ=1.14 | [cache]
22:55:16 [INFO]   ✓ MANA/USDT      | K=11 | اختبار=  595 | tri_μ=1.20 | [cache]
22:55:16 [INFO]   ✓ MANA/USDT      | K=11 | اختبار=  595 | tri_μ=1.20 | [cache]
22:55:16 [INFO]   ✓ AXS/USDT       | K=11 | اختبار=  488 | tri_μ=1.18 | [cache]
22:55:16 [INFO]   ✓ AXS/USDT       | K=11 | اختبار=  488 | tri_μ=1.18 | [cache]
22:55:16 [INFO]   ✓ CHZ/USDT       | K=11 | اختبار=  507 | tri_μ=1.18 | [cache]
22:55:16 [INFO]   ✓ CHZ/USDT       | K=11 | اختبار=  507 | tri_μ=1.18 | [cache]
22:55:16 [INFO]   ✓ XLM/USDT       | K=11 | اختبار=  616 | tri_μ=1.19 | [cache]
22:55:16 [INFO]   ✓ XLM/USDT       | K=11 | اختبار=  616 | tri_μ=1.19 | [cache]
22:55:26 [INFO]   [Parallel] done in 23.6s  (cache=92, computed=0, errors=0)
22:55:26 [INFO] §4  مصفوفة الارتباط...
22:55:26 [INFO]   أزواج مرتبطة (ρ>0.7): 63
22:55:26 [INFO] §5  بناء الإشارات (①②④⑤ مُفعَّلة)...
22:55:41 [INFO] [RuleFilter] thresholds: rvol24_q33=0.00688, dist_high_q66=-0.01570, tf_std_q66=0.600, range_pos_q66=0.658
22:55:44 [INFO] [RuleFilter] kept=14605, rejected=10889 (42.7%) @ min_score=2
22:55:44 [INFO]   ✔ 14,605 إشارة
22:55:44 [INFO]   T_info: μ=4.788 | σ=2.274
22:55:44 [INFO]   risk_dynamic: μ=2.070% | max=2.70%
22:55:44 [INFO]   BUY=6,421 | SELL=8,184 (Λ=0)
22:55:44 [INFO] §6  محاكاة المحفظة متعددة المراكز...
22:55:44 [INFO]   [Backtest Realism] Entry fills: 4,221/14,605 (28.9%) [pen=1.0bps, wait=15bars]
22:55:45 [INFO]   ✔ 4,048 صفقة
22:55:45 [INFO] §7  انحدار الإنتروبيا...
22:55:45 [INFO]   BNB/USDT      : b=+0.00001  R²=0.006  [neutral]
22:55:45 [INFO]   DOGE/USDT     : b=+0.00003  R²=0.015  [neutral]
22:55:45 [INFO]   SOL/USDT      : b=-0.00008  R²=0.114  [decreasing]
22:55:45 [INFO]   XRP/USDT      : b=+0.00002  R²=0.004  [neutral]
22:55:50 [INFO] 📊 quantum_v6_results.png
22:55:50 [INFO] ✅ اكتمل.
22:55:50 [INFO]    E[ln(1+fR)] = +0.002107
22:55:50 [INFO]    MaxDrawdown  = 23.84%
22:55:50 [INFO]    Topo-Exits   = 0.0%
22:55:50 [INFO]    AvgRisk      = 1.146%
22:55:50 [INFO] [Diagnostic] Close-and-reverse within 3h: 0

════════════════════════════════════════════════════════════════════════
   📊  محرك التداول الثرموديناميكي الكمي v6.0  [BACKTEST]
   🌌  محرك التفرد – Singularity Engine
════════════════════════════════════════════════════════════════════════

▶ المقياس الأساسي (م٦): E[ln(1+fR)] لكل صفقة
   متوسط  : +0.002107
   وسيط   : +0.000411
   انحراف : 0.008761
   → ✅ حافة إيجابية

▶ إحصاءات الصفقات
   عدد الصفقات      : 4,048
   شراء / بيع        : 1,798 / 2,250
   نسبة النجاح      : 69.22%
   عامل الربح (PF)  : 5.415
   متوسط الربح      : $221.4164
   متوسط الخسارة   : $-91.9574
   شارب (سنوي)      : 3.818
   دخول مُحسَّن       : 0  (0.0%)

▶ التعديلات الجديدة (v6.0)
   ① متوسط T_info (حرارة معلوماتية) : 5.0940
   ① متوسط المخاطرة الديناميكية     : 1.146%
   ② خروج توبولوجي (Topo-Div)       : 0  (0.0%)
   خروج TRI مبكر                    : 0  (0.0%)
   انزلاق إجمالي                    : $0.00

▶ رأس المال (مقياس ثانوي)
   ابتدائي: $100.00  →  نهائي: $505,929.77
   العائد الكلي     : 505,829.8%
   أقصى انخفاض     : 23.84%  ($2,038.71)

▶ تحذير السيولة (م٦): 13 (0.3%)  ✅ معقول

▶ توزيع أسباب الخروج
   Trail-Win(peak           :   2,541  (62.8%)
   Initial-SL               :   1,233  (30.5%)
   Apex: Action Integral Exhaustion:     274  (6.8%)

════════════════════════════════════════════════════════════════════════


▶ تحليل MFE (أقصى ربح غير مُحقَّق)
   Apex exits     (n= 274) | μMFE= 2.00%  max=11.12%  | >0.5%:  274  >1.0%:  240  >2.0%:   93

▶ ميزانية المخاطرة الكلية
   μ risk/trade : 1.146%
   max risk/trade : 1.276%
   min risk/trade : 0.983%
